,year,duration,popularity
50297,1985,258293,36
50298,1985,279307,41
50299,1985,248213,37
50300,1985,116333,39
50301,1985,296040,42
50302,1985,223187,38
50303,1985,172093,38
50304,1985,281627,44
50305,1985,253733,37
50306,1985,362933,43
50307,1985,113000,38
50308,1985,227773,39
50309,1985,192160,37
50310,1985,358973,40
50311,1985,264133,43
50312,1985,344200,39
50313,1985,368667,37
50314,1985,199773,37
50315,1985,260560,37
50316,1985,284773,37
50317,1985,229600,50
50318,1985,242960,57
50319,1985,211667,40
50320,1985,279933,37
50321,1985,260067,40
50322,1985,255147,45
50323,1985,245360,44
50324,1985,307733,35
50325,1985,208333,50
50326,1985,162573,43
50327,1985,284333,35
50328,1985,370480,35
50329,1985,119373,36
50330,1985,277293,41
50331,1985,270933,39
50332,1985,213560,38
50333,1985,299507,41
50334,1985,223133,35
50335,1985,310000,41
50336,1985,221627,42
50337,1985,284387,36
50338,1985,257107,54
50339,1985,165427,37
50340,1985,217067,42
50341,1985,263840,38
50342,1985,175733,43
50343,1985,220773,34
50344,1985,184133,49
50345,1985,203267,34
50346,1985,224253,45
50347,1985,297880,42
50348,1985,140067,39
50349,1985,210826,38
50350,1985,316427,61
50351,1985,277293,41
50352,1985,165160,42
50353,1985,229987,54
50354,1985,163667,49
50355,1985,171410,41
50356,1985,142307,35
50357,1985,306613,41
50358,1985,246453,41
50359,1985,261360,37
50360,1985,396467,46
50361,1985,291253,50
50362,1985,283827,50
50363,1985,159147,39
50364,1985,202533,36
50365,1985,226333,40
50366,1985,271600,40
50367,1985,237560,57
50368,1985,284627,36
50369,1985,158573,42
50370,1985,175480,43
50371,1985,372653,35
50372,1985,255480,36
50373,1985,203800,36
50374,1985,490480,45
50375,1985,203200,45
50376,1985,401733,40
50377,1985,236800,37
50378,1985,231933,35
50379,1985,187987,50
50380,1985,194760,43
50381,1985,235427,41
50382,1985,270667,35
50383,1985,165000,41
50384,1985,257707,54
50385,1985,231907,40
50386,1985,393067,44
50387,1985,277267,42
50388,1985,297907,43
50389,1985,243800,41
50390,1985,400333,42
50391,1985,361893,36
50392,1985,250253,36
50393,1985,292280,37
50394,1985,281800,60
50395,1985,329107,39
50396,1985,229333,37
50397,1985,197240,35
50398,1985,249800,34
50399,1985,289427,47
50400,1986,638227,38
50401,1986,302333,46
50402,1986,210533,42
50403,1986,162333,41
50404,1986,266507,38
50405,1986,137627,47
50406,1986,182869,47
50407,1986,258000,38
50408,1986,225157,43
50409,1986,204240,43
50410,1986,299960,48
50411,1986,300733,64
50412,1986,575867,45
50413,1986,253667,44
50414,1986,257120,43
50415,1986,203964,40
50416,1986,209333,52
50417,1986,144213,47
50418,1986,284773,40
50419,1986,315000,39
50420,1986,383960,41
50421,1986,246827,51
50422,1986,240693,43
50423,1986,232493,39
50424,1986,160840,46
50425,1986,231707,41
50426,1986,305200,46
50427,1986,248453,44
50428,1986,245027,48
50429,1986,347000,38
50430,1986,195800,42
50431,1986,257813,53
50432,1986,315653,39
50433,1986,291867,41
50434,1986,443600,37
50435,1986,192560,52
50436,1986,256333,42
50437,1986,242853,54
50438,1986,313840,54
50439,1986,117957,40
50440,1986,243995,53
50441,1986,396173,44
50442,1986,260333,45
50443,1986,218133,49
50444,1986,219933,45
50445,1986,162173,44
50446,1986,355067,38
50447,1986,289960,40
50448,1986,346267,40
50449,1986,218133,45
50450,1986,193267,39
50451,1986,222733,52
50452,1986,209133,49
50453,1986,210533,48
50454,1986,212920,43
50455,1986,251067,41
50456,1986,247600,42
50457,1986,338440,46
50458,1986,245267,57
50459,1986,130640,42
50460,1986,189507,43
50461,1986,252933,50
50462,1986,267693,40
50463,1986,277733,45
50464,1986,269707,54
50465,1986,218933,43
50466,1986,270307,44
50467,1986,177427,39
50468,1986,218360,40
50469,1986,230693,54
50470,1986,281333,44
50471,1986,329587,43
50472,1986,296920,37
50473,1986,224440,44
50474,1986,213760,41
50475,1986,330373,36
50476,1986,280000,38
50477,1986,216733,43
50478,1986,257267,52
50479,1986,211720,40
50480,1986,174800,37
50481,1986,217827,49
50482,1986,164400,45
50483,1986,82693,40
50484,1986,277107,37
50485,1986,228667,40
50486,1986,280600,37
50487,1986,307373,38
50488,1986,208213,37
50489,1986,241400,46
50490,1986,210093,37
50491,1986,203760,38
50492,1986,418173,54
50493,1986,435493,52
50494,1986,170800,40
50495,1986,117800,39
50496,1986,317613,61
50497,1986,178480,40
50498,1986,405560,46
50499,1986,208093,43
50500,1986,184253,46
50501,1986,140173,39
50502,1986,144800,38
50503,1986,239627,52
50504,1986,261387,39
50505,1986,269813,53
50506,1986,267947,45
50507,1986,286227,37
50508,1986,285600,42
50509,1986,216787,45
50510,1986,249027,38
50511,1986,282293,41
50512,1986,150733,43
50513,1986,211773,46
50514,1986,224000,43
50515,1986,241533,37
50516,1986,294973,54
50517,1986,217960,39
50518,1986,214093,39
50519,1986,190107,40
50520,1986,173867,53
50521,1986,160467,38
50522,1986,163400,38
50523,1986,401293,52
50524,1986,205573,38
50525,1986,143040,37
50526,1986,216400,49
50527,1986,229453,39
50528,1986,268493,37
50529,1986,312773,38
50530,1986,253400,43
50531,1986,277173,48
50532,1986,266133,40
50533,1986,520173,44
50534,1986,177200,41
50535,1986,199653,40
50536,1986,302200,70
50537,1986,160733,51
50538,1986,269333,41
50539,1986,85667,37
50540,1986,218933,39
50541,1986,201114,40
50542,1986,362520,45
50543,1986,237707,40
50544,1986,310267,40
50545,1986,277293,42
50546,1986,103907,39
50547,1986,208827,37
50548,1986,210800,44
50549,1986,339973,36
50550,1986,149733,40
50551,1986,142320,44
50552,1986,224773,39
50553,1986,202400,41
50554,1986,269733,46
50555,1986,421093,44
50556,1986,241920,48
50557,1986,285907,49
50558,1986,204427,46
50559,1986,138227,37
50560,1986,230533,35
50561,1986,198493,57
50562,1986,147800,43
50563,1986,131533,36
50564,1986,245773,37
50565,1986,230000,56
50566,1986,175667,42
50567,1986,342173,38
50568,1986,170840,42
50569,1986,234373,43
50570,1986,306000,42
50571,1986,132427,39
50572,1986,314373,35
50573,1986,351533,38
50574,1986,178453,42
50575,1986,231200,47
50576,1986,229067,38
50577,1986,428543,41
50578,1986,143917,45
50579,1986,373800,37
50580,1986,192693,37
50581,1986,340987,44
50582,1986,169240,51
50583,1986,181360,44
50584,1986,169000,44
50585,1986,382840,45
50586,1986,197733,41
50587,1986,145227,35
50588,1986,255960,40
50589,1986,121800,37
50590,1986,185160,39
50591,1986,230733,36
50592,1986,201360,50
50593,1986,357320,55
50594,1986,146173,34
50595,1986,399773,42
50596,1986,195213,41
50597,1986,181040,48
50598,1986,258200,44
50599,1986,125373,36
50600,1987,176493,41
50601,1987,156256,40
50602,1987,274773,51
50603,1987,333813,40
50604,1987,296227,43
50605,1987,183827,42
50606,1987,224933,60
50607,1987,216280,51
50608,1987,247293,41
50609,1987,318667,39
50610,1987,396533,45
50611,1987,188013,47
50612,1987,314840,43
50613,1987,285773,39
50614,1987,254160,40
50615,1987,311733,56
50616,1987,204336,49
50617,1987,181000,43
50618,1987,252147,52
50619,1987,282107,44
50620,1987,309360,41
50621,1987,263600,46
50622,1987,146400,41
50623,1987,177040,47
50624,1987,225229,44
50625,1987,389893,46
50626,1987,363721,44
50627,1987,281533,43
50628,1987,359400,39
50629,1987,423107,46
50630,1987,260013,39
50631,1987,308666,44
50632,1987,194413,43
50633,1987,260413,39
50634,1987,222507,43
50635,1987,162240,47
50636,1987,302227,47
50637,1987,198333,51
50638,1987,159267,39
50639,1987,270440,42
50640,1987,267093,48
50641,1987,185600,46
50642,1987,193800,46
50643,1987,295427,45
50644,1987,165067,39
50645,1987,312560,39
50646,1987,378533,39
50647,1987,176733,38
50648,1987,164653,41
50649,1987,208293,45
50650,1987,317267,39
50651,1987,326467,43
50652,1987,246400,43
50653,1987,209507,39
50654,1987,400440,49
50655,1987,194560,46
50656,1987,289267,44
50657,1987,257187,44
50658,1987,346320,39
50659,1987,259342,45
50660,1987,170640,41
50661,1987,156200,38
50662,1987,228773,40
50663,1987,389067,49
50664,1987,145027,42
50665,1987,242707,39
50666,1987,331867,48
50667,1987,197160,44
50668,1987,217027,41
50669,1987,222173,50
50670,1987,302307,38
50671,1987,264400,38
50672,1987,353973,45
50673,1987,187733,38
50674,1987,271547,43
50675,1987,216320,47
50676,1987,128533,38
50677,1987,169800,43
50678,1987,232440,48
50679,1987,312160,39
50680,1987,217313,47
50681,1987,164240,48
50682,1987,292867,43
50683,1987,241933,50
50684,1987,222933,44
50685,1987,242667,40
50686,1987,340693,44
50687,1987,276911,44
50688,1987,325213,51
50689,1987,211307,58
50690,1987,420301,48
50691,1987,316867,59
50692,1987,218227,38
50693,1987,241933,48
50694,1987,176600,43
50695,1987,268867,43
50696,1987,287933,66
50697,1987,251293,39
50698,1987,185667,38
50699,1987,192867,45
50700,1987,262293,52
50701,1987,329979,47
50702,1987,580093,38
50703,1987,334133,48
50704,1987,311040,38
50705,1987,158560,41
50706,1987,209000,46
50707,1987,249067,44
50708,1987,294827,41
50709,1987,325253,52
50710,1987,208200,46
50711,1987,146107,38
50712,1987,226653,48
50713,1987,251600,38
50714,1987,231947,41
50715,1987,242427,38
50716,1987,159947,44
50717,1987,300973,39
50718,1987,231027,41
50719,1987,176360,40
50720,1987,176787,49
50721,1987,141000,43
50722,1987,239853,45
50723,1987,224733,51
50724,1987,213640,51
50725,1987,342707,49
50726,1987,160733,46
50727,1987,300293,37
50728,1987,186667,51
50729,1987,186893,41
50730,1987,580827,45
50731,1987,275400,43
50732,1987,355067,46
50733,1987,226947,50
50734,1987,154333,39
50735,1987,221053,48
50736,1987,255333,52
50737,1987,392653,49
50738,1987,180200,44
50739,1987,127013,45
50740,1987,201667,40
50741,1987,322373,42
50742,1987,268907,47
50743,1987,221467,41
50744,1987,211173,46
50745,1987,271400,41
50746,1987,200427,51
50747,1987,315200,38
50748,1987,309333,39
50749,1987,276227,47
50750,1987,222400,47
50751,1987,211410,55
50752,1987,191560,45
50753,1987,396823,42
50754,1987,256947,43
50755,1987,340707,42
50756,1987,367600,42
50757,1987,213493,37
50758,1987,157867,42
50759,1987,261858,42
50760,1987,230640,42
50761,1987,216345,43
50762,1987,289027,39
50763,1987,350667,43
50764,1987,345373,53
50765,1987,253907,48
50766,1987,311027,56
50767,1987,202107,43
50768,1987,229467,42
50769,1987,200267,38
50770,1987,146507,37
50771,1987,280360,45
50772,1987,233613,46
50773,1987,206467,52
50774,1987,206413,40
50775,1987,247400,54
50776,1987,360107,38
50777,1987,185093,38
50778,1987,249427,47
50779,1987,247133,49
50780,1987,193658,37
50781,1987,376320,37
50782,1987,384107,36
50783,1987,429560,40
50784,1987,203920,54
50785,1987,292227,37
50786,1987,306333,41
50787,1987,130440,41
50788,1987,230560,54
50789,1987,300360,42
50790,1987,140267,43
50791,1987,218907,40
50792,1987,353720,44
50793,1987,177800,36
50794,1987,206373,39
50795,1987,128960,45
50796,1987,320933,56
50797,1987,242880,46
50798,1987,307840,39
50799,1987,268333,51
50800,1988,168733,44
50801,1988,429933,44
50802,1988,266762,50
50803,1988,235227,41
50804,1988,219827,55
50805,1988,177773,43
50806,1988,310400,53
50807,1988,270133,55
50808,1988,304533,45
50809,1988,221973,40
50810,1988,209587,46
50811,1988,275920,41
50812,1988,257000,42
50813,1988,192093,39
50814,1988,215613,47
50815,1988,245827,43
50816,1988,176907,49
50817,1988,179227,46
50818,1988,198720,42
50819,1988,138613,47
50820,1988,451733,47
50821,1988,594080,39
50822,1988,349533,44
50823,1988,238667,40
50824,1988,216693,46
50825,1988,248133,42
50826,1988,175707,41
50827,1988,170627,41
50828,1988,235357,39
50829,1988,266893,50
50830,1988,252000,41
50831,1988,276225,41
50832,1988,119351,39
50833,1988,259667,42
50834,1988,403400,42
50835,1988,251520,48
50836,1988,393973,43
50837,1988,279440,39
50838,1988,234373,45
50839,1988,178667,55
50840,1988,218747,44
50841,1988,254840,43
50842,1988,346053,62
50843,1988,309533,54
50844,1988,294944,44
50845,1988,238067,52
50846,1988,292080,46
50847,1988,219800,51
50848,1988,248175,39
50849,1988,141333,47
50850,1988,527400,49
50851,1988,249640,49
50852,1988,313573,44
50853,1988,190907,48
50854,1988,128200,46
50855,1988,147280,45
50856,1988,324160,44
50857,1988,276827,51
50858,1988,234733,40
50859,1988,292627,42
50860,1988,190682,38
50861,1988,310347,62
50862,1988,169147,45
50863,1988,241573,41
50864,1988,180837,38
50865,1988,223293,39
50866,1988,234267,40
50867,1988,110413,45
50868,1988,251267,38
50869,1988,397067,41
50870,1988,239704,45
50871,1988,267307,45
50872,1988,234467,46
50873,1988,183107,40
50874,1988,579827,52
50875,1988,207907,44
50876,1988,247040,52
50877,1988,265693,40
50878,1988,245293,39
50879,1988,198173,43
50880,1988,516267,47
50881,1988,432107,45
50882,1988,154907,45
50883,1988,340573,37
50884,1988,465000,44
50885,1988,320574,43
50886,1988,249840,37
50887,1988,432827,47
50888,1988,234507,50
50889,1988,194680,39
50890,1988,233000,50
50891,1988,199800,39
50892,1988,384440,42
50893,1988,238867,40
50894,1988,180293,38
50895,1988,184600,49
50896,1988,187267,43
50897,1988,186573,39
50898,1988,276987,42
50899,1988,320560,39
50900,1988,263533,44
50901,1988,266667,56
50902,1988,109507,49
50903,1988,338093,46
50904,1988,230347,39
50905,1988,287295,40
50906,1988,254000,37
50907,1988,312467,37
50908,1988,228373,40
50909,1988,378173,49
50910,1988,192960,46
50911,1988,242240,45
50912,1988,211240,37
50913,1988,284360,48
50914,1988,140693,44
50915,1988,248160,38
50916,1988,291733,37
50917,1988,190453,44
50918,1988,218440,48
50919,1988,92640,44
50920,1988,184933,43
50921,1988,207533,38
50922,1988,181000,41
50923,1988,270360,40
50924,1988,304000,39
50925,1988,336867,41
50926,1988,360133,53
50927,1988,184773,37
50928,1988,263333,52
50929,1988,279053,50
50930,1988,187200,45
50931,1988,344933,40
50932,1988,199320,44
50933,1988,230067,40
50934,1988,211680,54
50935,1988,215923,43
50936,1988,284003,51
50937,1988,333000,44
50938,1988,389840,46
50939,1988,279400,47
50940,1988,349973,42
50941,1988,285307,40
50942,1988,172533,40
50943,1988,271707,39
50944,1988,309267,36
50945,1988,61107,45
50946,1988,303667,56
50947,1988,225067,37
50948,1988,250160,40
50949,1988,214373,55
50950,1988,344600,37
50951,1988,215400,36
50952,1988,241280,54
50953,1988,143800,42
50954,1988,224133,39
50955,1988,279413,39
50956,1988,187347,42
50957,1988,152933,37
50958,1988,128894,42
50959,1988,143373,48
50960,1988,167467,53
50961,1988,262133,38
50962,1988,231613,38
50963,1988,279827,41
50964,1988,337400,39
50965,1988,227667,51
50966,1988,264067,49
50967,1988,264787,44
50968,1988,271373,40
50969,1988,222107,41
50970,1988,227867,40
50971,1988,282747,36
50972,1988,181267,48
50973,1988,300467,40
50974,1988,189493,48
50975,1988,162413,44
50976,1988,304733,36
50977,1988,359427,53
50978,1988,199773,38
50979,1988,221000,43
50980,1988,181213,40
50981,1988,379735,36
50982,1988,247027,57
50983,1988,324933,39
50984,1988,376720,50
50985,1988,327600,42
50986,1988,268733,36
50987,1988,244960,47
50988,1988,264840,38
50989,1988,190413,51
50990,1988,165933,45
50991,1988,302533,39
50992,1988,276400,41
50993,1988,262800,44
50994,1988,370040,36
50995,1988,289667,43
50996,1988,186400,47
50997,1988,257733,38
50998,1988,313045,36
50999,1988,294333,48
51000,1989,155440,42
51001,1989,229813,44
51002,1989,268800,41
51003,1989,255560,42
51004,1989,187667,40
51005,1989,263453,43
51006,1989,338840,46
51007,1989,263733,45
51008,1989,286493,39
51009,1989,258531,57
51010,1989,264613,54
51011,1989,308267,46
51012,1989,286000,40
51013,1989,306373,39
51014,1989,247805,43
51015,1989,308867,39
51016,1989,166373,43
51017,1989,284147,43
51018,1989,201133,48
51019,1989,246000,43
51020,1989,528600,45
51021,1989,248547,40
51022,1989,302067,40
51023,1989,228733,39
51024,1989,405200,39
51025,1989,287160,56
51026,1989,331200,40
51027,1989,285067,39
51028,1989,172960,44
51029,1989,318067,50
51030,1989,254960,52
51031,1989,340293,51
51032,1989,230440,44
51033,1989,191907,42
51034,1989,235907,55
51035,1989,267360,43
51036,1989,266018,56
51037,1989,209533,39
51038,1989,499973,39
51039,1989,220600,41
51040,1989,169627,43
51041,1989,256293,47
51042,1989,237120,48
51043,1989,386533,39
51044,1989,249880,39
51045,1989,303493,48
51046,1989,246139,45
51047,1989,394693,50
51048,1989,217760,45
51049,1989,255067,43
51050,1989,197773,43
51051,1989,231627,45
51052,1989,141373,45
51053,1989,279133,48
51054,1989,320293,53
51055,1989,123707,43
51056,1989,173507,50
51057,1989,120867,41
51058,1989,84227,45
51059,1989,232133,40
51060,1989,260067,42
51061,1989,332400,40
51062,1989,152507,43
51063,1989,286867,42
51064,1989,181480,41
51065,1989,298360,38
51066,1989,123600,40
51067,1989,282093,39
51068,1989,221333,43
51069,1989,149133,43
51070,1989,204840,37
51071,1989,297040,39
51072,1989,287760,40
51073,1989,219867,41
51074,1989,170693,45
51075,1989,290653,42
51076,1989,289971,40
51077,1989,192267,48
51078,1989,236600,42
51079,1989,286707,46
51080,1989,189867,45
51081,1989,492947,58
51082,1989,370600,42
51083,1989,338867,44
51084,1989,208693,43
51085,1989,63600,40
51086,1989,290067,42
51087,1989,200213,48
51088,1989,182760,37
51089,1989,252354,47
51090,1989,273107,40
51091,1989,303533,53
51092,1989,200067,39
51093,1989,316173,38
51094,1989,291600,38
51095,1989,282267,38
51096,1989,181200,43
51097,1989,232293,39
51098,1989,191133,40
51099,1989,208160,41
51100,1989,215017,39
51101,1989,367973,38
51102,1989,409827,37
51103,1989,225840,39
51104,1989,267293,48
51105,1989,177067,41
51106,1989,219867,44
51107,1989,272360,37
51108,1989,309333,38
51109,1989,308640,44
51110,1989,250252,44
51111,1989,327067,38
51112,1989,203400,50
51113,1989,225853,43
51114,1989,200360,43
51115,1989,134333,42
51116,1989,306600,39
51117,1989,236000,37
51118,1989,198320,39
51119,1989,224672,38
51120,1989,317347,37
51121,1989,179560,44
51122,1989,512827,48
51123,1989,265200,37
51124,1989,338840,41
51125,1989,314467,50
51126,1989,248173,40
51127,1989,539707,37
51128,1989,216573,39
51129,1989,273200,50
51130,1989,139733,45
51131,1989,232587,44
51132,1989,257440,36
51133,1989,294707,43
51134,1989,335493,51
51135,1989,230000,37
51136,1989,242027,41
51137,1989,382867,37
51138,1989,364533,36
51139,1989,131333,39
51140,1989,300467,40
51141,1989,201293,44
51142,1989,254640,54
51143,1989,338173,39
51144,1989,241000,47
51145,1989,239827,40
51146,1989,349067,44
51147,1989,170040,41
51148,1989,218427,45
51149,1989,291067,40
51150,1989,256400,36
51151,1989,326320,48
51152,1989,109533,43
51153,1989,235467,56
51154,1989,291000,37
51155,1989,290573,40
51156,1989,178960,38
51157,1989,253453,49
51158,1989,161800,41
51159,1989,76400,41
51160,1989,291267,40
51161,1989,336200,41
51162,1989,225667,55
51163,1989,141040,43
51164,1989,243520,45
51165,1989,168533,40
51166,1989,630320,45
51167,1989,159680,40
51168,1989,335400,40
51169,1989,309253,48
51170,1989,391093,46
51171,1989,193733,43
51172,1989,259800,39
51173,1989,219413,39
51174,1989,324733,36
51175,1989,204840,40
51176,1989,394640,38
51177,1989,256173,42
51178,1989,251000,50
51179,1989,199133,43
51180,1989,251840,48
51181,1989,235107,55
51182,1989,195000,41
51183,1989,183068,43
51184,1989,289707,36
51185,1989,258053,39
51186,1989,236933,41
51187,1989,171333,36
51188,1989,287765,46
51189,1989,203227,50
51190,1989,178280,40
51191,1989,136040,42
51192,1989,276000,50
51193,1989,162960,42
51194,1989,214200,38
51195,1989,111307,38
51196,1989,179667,47
51197,1989,89173,39
51198,1989,168429,43
51199,1989,173427,40
51200,1990,196813,45
51201,1990,232880,41
51202,1990,262440,49
51203,1990,191267,42
51204,1990,282347,42
51205,1990,135733,45
51206,1990,179000,46
51207,1990,289560,53
51208,1990,258293,43
51209,1990,163027,46
51210,1990,164640,41
51211,1990,203240,43
51212,1990,254400,40
51213,1990,287240,44
51214,1990,221640,48
51215,1990,295653,39
51216,1990,202493,46
51217,1990,318507,59
51218,1990,173987,46
51219,1990,239733,41
51220,1990,226920,44
51221,1990,240107,41
51222,1990,204533,40
51223,1990,302733,52
51224,1990,270933,61
51225,1990,264067,41
51226,1990,149333,44
51227,1990,371933,40
51228,1990,216627,46
51229,1990,238120,58
51230,1990,315867,40
51231,1990,210467,40
51232,1990,302827,53
51233,1990,230067,44
51234,1990,274920,44
51235,1990,343640,39
51236,1990,206200,43
51237,1990,197333,44
51238,1990,179160,39
51239,1990,184893,47
51240,1990,136493,46
51241,1990,146800,54
51242,1990,172629,47
51243,1990,198907,42
51244,1990,580573,49
51245,1990,331438,43
51246,1990,176800,46
51247,1990,195680,44
51248,1990,335467,40
51249,1990,269373,42
51250,1990,256467,45
51251,1990,262360,44
51252,1990,231760,40
51253,1990,137187,55
51254,1990,144800,45
51255,1990,357347,53
51256,1990,197760,44
51257,1990,231267,41
51258,1990,186890,40
51259,1990,190267,39
51260,1990,145947,39
51261,1990,276987,43
51262,1990,250867,42
51263,1990,337600,45
51264,1990,181093,47
51265,1990,169160,43
51266,1990,171253,46
51267,1990,150360,53
51268,1990,257560,39
51269,1990,385867,45
51270,1990,177145,47
51271,1990,168542,46
51272,1990,258093,45
51273,1990,225333,40
51274,1990,322467,52
51275,1990,184293,44
51276,1990,223053,45
51277,1990,317933,38
51278,1990,232933,44
51279,1990,282240,38
51280,1990,153786,46
51281,1990,442567,49
51282,1990,111800,46
51283,1990,174920,42
51284,1990,182387,39
51285,1990,267494,46
51286,1990,193000,41
51287,1990,239520,49
51288,1990,241360,52
51289,1990,273067,46
51290,1990,344080,43
51291,1990,316667,50
51292,1990,296067,40
51293,1990,185400,43
51294,1990,154947,46
51295,1990,227800,40
51296,1990,184297,45
51297,1990,342667,49
51298,1990,142687,46
51299,1990,200712,51
51300,1990,201653,40
51301,1990,169599,46
51302,1990,245160,43
51303,1990,291733,51
51304,1990,213907,45
51305,1990,200573,38
51306,1990,261027,44
51307,1990,180506,45
51308,1990,354093,55
51309,1990,180520,44
51310,1990,207627,38
51311,1990,189080,43
51312,1990,239933,55
51313,1990,222013,55
51314,1990,259613,46
51315,1990,344400,48
51316,1990,218067,43
51317,1990,290973,46
51318,1990,141456,48
51319,1990,178747,45
51320,1990,239533,44
51321,1990,245773,47
51322,1990,376707,39
51323,1990,408053,45
51324,1990,209347,43
51325,1990,250533,39
51326,1990,482160,39
51327,1990,327333,41
51328,1990,155200,44
51329,1990,222933,53
51330,1990,199000,41
51331,1990,255600,57
51332,1990,216240,38
51333,1990,304827,43
51334,1990,305707,38
51335,1990,210933,43
51336,1990,363733,39
51337,1990,478360,42
51338,1990,177507,43
51339,1990,207467,52
51340,1990,189293,38
51341,1990,328320,37
51342,1990,229307,40
51343,1990,190893,42
51344,1990,275107,38
51345,1990,215014,52
51346,1990,302827,50
51347,1990,237267,47
51348,1990,357600,42
51349,1990,226800,40
51350,1990,223440,37
51351,1990,636267,47
51352,1990,227440,37
51353,1990,216533,48
51354,1990,328560,46
51355,1990,292000,46
51356,1990,414440,38
51357,1990,215333,53
51358,1990,240640,42
51359,1990,262667,47
51360,1990,317093,42
51361,1990,220707,43
51362,1990,200680,42
51363,1990,211200,42
51364,1990,316493,45
51365,1990,155840,37
51366,1990,247280,39
51367,1990,153600,38
51368,1990,307600,39
51369,1990,533306,39
51370,1990,399547,46
51371,1990,313240,41
51372,1990,231000,44
51373,1990,398659,54
51374,1990,163333,45
51375,1990,301011,47
51376,1990,253333,56
51377,1990,338373,39
51378,1990,201840,51
51379,1990,203800,44
51380,1990,182400,44
51381,1990,214933,47
51382,1990,207107,54
51383,1990,175000,41
51384,1990,196667,41
51385,1990,221067,41
51386,1990,228973,38
51387,1990,283373,36
51388,1990,167427,50
51389,1990,297293,41
51390,1990,280800,45
51391,1990,392200,38
51392,1990,259467,49
51393,1990,279840,46
51394,1990,197267,40
51395,1990,192107,37
51396,1990,159693,38
51397,1990,287027,54
51398,1990,251347,41
51399,1990,148707,39
51400,1991,258186,50
51401,1991,299853,42
51402,1991,176040,44
51403,1991,168750,49
51404,1991,233067,55
51405,1991,223667,61
51406,1991,177308,48
51407,1991,295347,49
51408,1991,401400,63
51409,1991,222737,53
51410,1991,227360,48
51411,1991,323333,52
51412,1991,187613,49
51413,1991,158960,57
51414,1991,279440,55
51415,1991,177227,47
51416,1991,241867,56
51417,1991,384800,42
51418,1991,422600,43
51419,1991,208840,44
51420,1991,207133,41
51421,1991,176239,43
51422,1991,159880,44
51423,1991,159307,46
51424,1991,256480,43
51425,1991,146907,46
51426,1991,196867,46
51427,1991,249240,52
51428,1991,219963,50
51429,1991,185800,48
51430,1991,228438,41
51431,1991,261227,42
51432,1991,238840,42
51433,1991,139691,50
51434,1991,240706,41
51435,1991,233093,48
51436,1991,356467,45
51437,1991,88827,41
51438,1991,241800,41
51439,1991,217133,41
51440,1991,148707,45
51441,1991,299627,42
51442,1991,230680,43
51443,1991,117053,51
51444,1991,209467,43
51445,1991,185467,54
51446,1991,254867,56
51447,1991,168667,46
51448,1991,192093,46
51449,1991,114960,45
51450,1991,496627,50
51451,1991,351360,47
51452,1991,298160,53
51453,1991,416200,46
51454,1991,289200,43
51455,1991,217942,47
51456,1991,134107,48
51457,1991,329907,45
51458,1991,259733,41
51459,1991,288467,42
51460,1991,209600,45
51461,1991,145867,44
51462,1991,203733,56
51463,1991,56667,41
51464,1991,123787,44
51465,1991,189800,42
51466,1991,348400,44
51467,1991,178893,50
51468,1991,250800,42
51469,1991,537480,48
51470,1991,522093,53
51471,1991,271667,40
51472,1991,218493,61
51473,1991,507000,50
51474,1991,175307,42
51475,1991,202040,54
51476,1991,178333,45
51477,1991,212227,47
51478,1991,613800,53
51479,1991,347160,40
51480,1991,198227,52
51481,1991,261360,40
51482,1991,257293,47
51483,1991,273307,51
51484,1991,173573,45
51485,1991,135964,50
51486,1991,318360,53
51487,1991,307000,46
51488,1991,259200,44
51489,1991,297133,49
51490,1991,190573,40
51491,1991,287907,52
51492,1991,235520,40
51493,1991,239960,49
51494,1991,166533,54
51495,1991,262893,56
51496,1991,182133,53
51497,1991,256040,43
51498,1991,199307,41
51499,1991,246853,40
51500,1991,195027,48
51501,1991,319000,55
51502,1991,251286,42
51503,1991,316373,39
51504,1991,218000,57
51505,1991,218920,40
51506,1991,255080,40
51507,1991,254093,39
51508,1991,273560,40
51509,1991,169840,45
51510,1991,392400,44
51511,1991,258467,47
51512,1991,279267,41
51513,1991,333200,40
51514,1991,156667,55
51515,1991,199267,55
51516,1991,291400,47
51517,1991,165400,42
51518,1991,211081,49
51519,1991,132227,44
51520,1991,173133,45
51521,1991,216600,40
51522,1991,259453,47
51523,1991,283307,45
51524,1991,234320,44
51525,1991,200046,55
51526,1991,314493,47
51527,1991,241267,39
51528,1991,198800,62
51529,1991,290973,39
51530,1991,270093,41
51531,1991,232147,40
51532,1991,561000,46
51533,1991,267840,39
51534,1991,206549,42
51535,1991,261827,51
51536,1991,198689,47
51537,1991,251693,46
51538,1991,314600,47
51539,1991,202478,45
51540,1991,173941,48
51541,1991,218800,39
51542,1991,224067,39
51543,1991,193173,43
51544,1991,356040,43
51545,1991,214933,40
51546,1991,203778,40
51547,1991,321573,44
51548,1991,246400,39
51549,1991,308627,39
51550,1991,225960,42
51551,1991,197867,49
51552,1991,221373,50
51553,1991,201507,53
51554,1991,282133,48
51555,1991,220427,39
51556,1991,189213,45
51557,1991,324307,48
51558,1991,209160,41
51559,1991,207440,49
51560,1991,233493,53
51561,1991,248000,48
51562,1991,227904,48
51563,1991,275600,54
51564,1991,197640,40
51565,1991,244947,44
51566,1991,352867,38
51567,1991,207630,48
