,SongID,duration,popularity,year,duration_sec
7061,Love And WarTamar Braxton,241920.0,54.0,2012,241.92
7062,I'm Comin' OverChris Young,197280.0,71.0,2015,197.28
7063,Juju On That Beat (TZ Anthem)Zay Hilfigerrr & Zayion McCall,144244.0,65.0,2016,144.244
7064,Everybody DiesJ. Cole,161826.0,62.0,2016,161.826
7065,"Ghostface Killers21 Savage, Offset & Metro Boomin Featuring Travis Scott",268933.0,74.0,2017,268.933
7066,"JealousDJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",255101.0,73.0,2019,255.101
7067,Fool's ParadiseThe Crickets,150626.0,24.0,1958,150.626
7068,Drip DropThe Drifters,152266.0,28.0,1958,152.266
7069,MistyJohnny Mathis,216573.0,57.0,1959,216.573
7070,He'll Have To GoJim Reeves,138640.0,55.0,1959,138.64
7071,Follow That DreamElvis Presley,98827.0,34.0,1962,98.827
7072,Eve Of DestructionBarry McGuire,215826.0,57.0,1965,215.826
7073,Mrs. RobinsonSimon & Garfunkel,244026.0,77.0,1968,244.026
7074,Fortunate SonCreedence Clearwater Revival,140773.0,81.0,1969,140.773
7075,"OhioCrosby, Stills, Nash & Young",183733.0,67.0,1970,183.733
7076,Joy To The WorldThree Dog Night,220573.0,64.0,1971,220.573
7077,One Love In My LifetimeDiana Ross,220093.0,17.0,1976,220.093
7078,New Moon On MondayDuran Duran,258880.0,37.0,1984,258.88
7079,Head Over HeelsGo-Go's,216960.0,49.0,1984,216.96
7080,I Just Called To Say I Love YouStevie Wonder,262240.0,75.0,1984,262.24
7081,Get It On (Bang A Gong)The Power Station,329973.0,44.0,1985,329.973
7082,MountainsPrince And The Revolution,237626.0,45.0,1986,237.626
7083,Lay Your Hands On MeBon Jovi,229293.0,52.0,1989,229.293
7084,Love SongThe Cure,171535.0,14.0,1989,171.535
7085,If Wishes Came TrueSweet Sensation,315160.0,34.0,1990,315.16
7086,Far BehindCandlebox,299733.0,66.0,1994,299.733
7087,Mint CarThe Cure,209733.0,40.0,1996,209.733
7088,Hole In My SoulAerosmith,370093.0,62.0,1997,370.093
7089,I Just Wanna Love U (Give It 2 Me)JAY-Z,227866.0,59.0,2000,227.866
7090,JadedAerosmith,214333.0,61.0,2001,214.333
7091,Family PortraitP!nk,296960.0,57.0,2002,296.96
7092,I Can't WaitSleepy Brown Featuring OutKast,272546.0,45.0,2004,272.546
7093,For GoodGlee Cast,303826.0,39.0,2011,303.826
7094,Fall Downwill.i.am Featuring Miley Cyrus,307493.0,50.0,2013,307.493
7095,Kelly PriceMigos Featuring Travis Scott,363934.0,68.0,2017,363.934
7096,God.Kendrick Lamar,248826.0,65.0,2017,248.826
7097,Gummo6ix9ine,157643.0,71.0,2017,157.643
7098,MajestyNicki Minaj Featuring Eminem & Labrinth,295653.0,64.0,2018,295.653
7099,MoshPitKodak Black Featuring Juice WRLD,164038.0,72.0,2018,164.038
7100,Mack The KnifeBobby Darin,184333.0,63.0,1959,184.333
7101,KiddioBrook Benton,152306.0,21.0,1960,152.306
7102,I Wanna Be Where You AreMichael Jackson,182786.0,43.0,1972,182.786
7103,Give Me Love - (Give Me Peace On Earth)George Harrison,215693.0,61.0,1973,215.693
7104,Longfellow SerenadeNeil Diamond,230560.0,44.0,1974,230.56
7105,I Thought It Took A Little Time (But Today I Fell In Love)Diana Ross,205333.0,19.0,1976,205.333
7106,Let 'em InWings,310093.0,49.0,1976,310.093
7107,I Can't Go For That (No Can Do)Daryl Hall John Oates,307306.0,64.0,1981,307.306
7108,Heart To HeartKenny Loggins,322333.0,48.0,1982,322.333
7109,Lawyers In LoveJackson Browne,259746.0,40.0,1983,259.746
7110,"Eat It""Weird Al"" Yankovic",200626.0,46.0,1984,200.626
7111,MagicThe Cars,237093.0,50.0,1984,237.093
7112,Lovin' Every Minute Of ItLoverboy,213293.0,52.0,1985,213.293
7113,Miami Vice ThemeJan Hammer,147680.0,39.0,1985,147.68
7114,Fading Like A Flower (Every Time You Leave)Roxette,230680.0,46.0,1991,230.68
7115,Leave Virginia AloneRod Stewart,247400.0,20.0,1995,247.4
7116,Kissin' YouTotal,282333.0,57.0,1996,282.333
7117,No TimeLil' Kim Featuring Puff Daddy,300666.0,43.0,1996,300.666
7118,Jazzy BelleOutKast,251666.0,59.0,1997,251.666
7119,LandslideFleetwood Mac,199493.0,78.0,1998,199.493
7120,MamacitaPublic Announcement,226266.0,33.0,2000,226.266
7121,Izzo (H.O.V.A.)JAY-Z,240626.0,62.0,2001,240.626
7122,Love Who You LoveRascal Flatts,216280.0,27.0,2009,216.28
7123,King Of AnythingSara Bareilles,207493.0,65.0,2010,207.493
7124,International LovePitbull Featuring Chris Brown,227280.0,72.0,2011,227.28
7125,Girls Just Want To Have FunGlee Cast,162093.0,42.0,2011,162.093
7126,Nothing Like UsJustin Bieber,199800.0,67.0,2013,199.8
7127,Hopeless WandererMumford & Sons,307853.0,59.0,2013,307.853
7128,It's YouZayn,226653.0,63.0,2016,226.653
7129,HallelujahLeonard Cohen,277160.0,67.0,2016,277.16
7130,HappierEd Sheeran,207520.0,84.0,2017,207.52
7131,EverybodyLogic,162346.0,70.0,2017,162.346
7132,HittasLil Wayne,223617.0,56.0,2018,223.617
7133,KIKA6ix9ine Featuring Tory Lanez,136031.0,78.0,2018,136.031
7134,IsisJoyner Lucas Featuring Logic,236000.0,80.0,2019,236.0
7135,I Only Have Eyes For YouThe Flamingos,202773.0,60.0,1959,202.773
7136,I'm Gettin' BetterJim Reeves,135866.0,16.0,1960,135.866
7137,Let The Good Times RollShirley & Lee,145653.0,44.0,1960,145.653
7138,My Empty ArmsJackie Wilson,172453.0,10.0,1961,172.453
7139,In The Chapel In The MoonlightDean Martin,152346.0,36.0,1967,152.346
7140,I'm A Better ManEngelbert Humperdinck,169773.0,26.0,1969,169.773
7141,Have You Seen HerThe Chi-lites,310746.0,48.0,1971,310.746
7142,Everything I OwnBread,187000.0,69.0,1972,187.0
7143,If You Leave Me NowChicago,235373.0,75.0,1976,235.373
7144,I Can't Tell You WhyEagles,295049.0,62.0,1980,295.049
7145,Hot Girls In LoveLoverboy,239000.0,43.0,1983,239.0
7146,Hello AgainThe Cars,228866.0,43.0,1984,228.866
7147,Everything She WantsWham!,302693.0,65.0,1985,302.693
7148,How Will I KnowWhitney Houston,275533.0,71.0,1985,275.533
7149,I Can't WaitStevie Nicks,275840.0,45.0,1986,275.84
7150,Is It LoveMr. Mister,217333.0,32.0,1986,217.333
7151,I Don't Wanna Go On With You Like ThatElton John,275373.0,55.0,1988,275.373
7152,Every Rose Has Its ThornPoison,260173.0,72.0,1988,260.173
7153,Funky Cold MedinaTone-Loc,248160.0,56.0,1989,248.16
7154,I Drove All NightCyndi Lauper,251506.0,58.0,1989,251.506
7155,Love And UnderstandingCher,282040.0,45.0,1991,282.04
7156,I Adore Mi AmorColor Me Badd,289200.0,44.0,1991,289.2
7157,Give Me One ReasonTracy Chapman,268333.0,70.0,1996,268.333
7158,Me And My Crazy WorldLost Boyz,311826.0,43.0,1997,311.826
7159,HeartbreakerMariah Carey Featuring Jay-Z,285706.0,64.0,1999,285.706
7160,Girl On TVLFO,247600.0,50.0,1999,247.6
7161,MusicErick Sermon Featuring Marvin Gaye,223133.0,55.0,2001,223.133
7162,My DestinyKatharine McPhee,227400.0,29.0,2006,227.4
7163,Gotta Go My Own WayZac Efron & Vanessa Anne Hudgens,222360.0,60.0,2007,222.36
7164,Losing My ReligionGlee Cast,214040.0,43.0,2010,214.04
7165,"Give Me EverythingPitbull Featuring Ne-Yo, Afrojack & Nayer",252306.0,79.0,2011,252.306
7166,Frick Park MarketMac Miller,197559.0,59.0,2011,197.559
7167,Mmm YeahAustin Mahone Featuring Pitbull,231624.0,66.0,2014,231.624
7168,Follow Your ArrowKacey Musgraves,199640.0,68.0,2014,199.64
7169,Jumpsuittwenty one pilots,238560.0,75.0,2018,238.56
7170,I Might Need SecurityChance The Rapper,240640.0,65.0,2018,240.64
7171,Good FormNicki Minaj Featuring Lil Wayne,199400.0,65.0,2018,199.4
7172,Itchy Twitchy FeelingBobby Hendricks,149533.0,10.0,1958,149.533
7173,Mary Don't You WeepStonewall Jackson,141506.0,12.0,1959,141.506
7174,EternallySarah Vaughan,143493.0,22.0,1960,143.493
7175,I'm So ProudThe Impressions,171506.0,50.0,1964,171.506
7176,Ferry Cross The MerseyGerry And The Pacemakers,143866.0,56.0,1965,143.866
7177,Hang On SloopyRamsey Lewis Trio,189160.0,20.0,1965,189.16
7178,GuantanameraThe Sandpipers,193720.0,39.0,1966,193.72
7179,Heroes And VillainsThe Beach Boys,219306.0,53.0,1967,219.306
7180,I'm WonderingStevie Wonder,173360.0,30.0,1967,173.36
7181,I Can't Turn You LooseThe Chambers Brothers,294533.0,21.0,1968,294.533
7182,I Started A JokeBee Gees,188306.0,67.0,1968,188.306
7183,No Matter What Sign You AreDiana Ross & The Supremes,172906.0,24.0,1969,172.906
7184,Love Of The Common PeopleThe Winstons,163053.0,11.0,1969,163.053
7185,Eli's ComingThree Dog Night,160146.0,37.0,1969,160.146
7186,I'd Like To Teach The World To Sing (In Perfect Harmony)The New Seekers,145466.0,42.0,1971,145.466
7187,Love TrainThe O'Jays,178400.0,69.0,1973,178.4
7188,Looking For SpaceJohn Denver,240706.0,43.0,1976,240.706
7189,I Made It Through The RainBarry Manilow,264960.0,42.0,1980,264.96
7190,MusclesDiana Ross,277960.0,28.0,1982,277.96
7191,I've Got A Rock N' Roll HeartEric Clapton,193386.0,46.0,1983,193.386
7192,If Anyone FallsStevie Nicks,249133.0,40.0,1983,249.133
7193,GirlsDwight Twilley,211160.0,17.0,1984,211.16
7194,Hard Habit To BreakChicago,283733.0,65.0,1984,283.733
7195,Love Is The Seventh WaveSting,212400.0,48.0,1985,212.4
7196,KyrieMr. Mister,256959.0,55.0,1985,256.959
7197,Jumpin' Jack FlashAretha Franklin,306213.0,39.0,1986,306.213
7198,Hold OnEn Vogue,304466.0,59.0,1990,304.466
7199,I'm Not In LoveWill To Power,223840.0,39.0,1990,223.84
7200,I Wanna Be DownBrandy,291666.0,61.0,1994,291.666
7201,Get Over ItEagles,211720.0,49.0,1994,211.72
7202,I KnowDionne Farris,227826.0,39.0,1995,227.826
7203,Feel Me FlowNaughty By Nature,212560.0,64.0,1995,212.56
7204,It's A PartyBusta Rhymes Featuring Zhane,277440.0,43.0,1996,277.44
7205,Gimme Some LoveGina G,214226.0,12.0,1997,214.226
7206,I'm AlrightJo Dee Messina,199040.0,59.0,1998,199.04
7207,Love Me GoodMichael W. Smith,281200.0,25.0,1998,281.2
7208,Genie In A BottleChristina Aguilera,217573.0,73.0,1999,217.573
7209,Never Had A Dream Come TrueS Club 7,240640.0,53.0,2001,240.64
7210,Just Like A PillP!nk,236600.0,68.0,2002,236.6
7211,Gangsta Lovin'Eve Featuring Alicia Keys,239266.0,59.0,2002,239.266
7212,Lifestyles Of The Rich And FamousGood Charlotte,190173.0,70.0,2002,190.173
7213,FighterChristina Aguilera,245960.0,69.0,2003,245.96
7214,Miss IndependentKelly Clarkson,214786.0,58.0,2003,214.786
7215,"Never Leave You - Uh Ooh, Uh Oooh!Lumidee",192426.0,10.0,2003,192.426
7216,EverytimeBritney Spears,230306.0,63.0,2004,230.306
7217,Movin' OnElliott Yamin,221053.0,26.0,2007,221.053
7218,LostFaith Hill,250266.0,29.0,2007,250.266
7219,La La LaLMFAO,210560.0,52.0,2009,210.56
7220,Hallelujah (Vancouver Winter 2010 Version)k.d. lang,337600.0,28.0,2010,337.6
7221,Feel AgainOneRepublic,185080.0,57.0,2012,185.08
7222,Just Gettin' StartedJason Aldean,195480.0,53.0,2014,195.48
7223,King KuntaKendrick Lamar,234693.0,75.0,2015,234.693
7224,HallelujahJordan Smith,189093.0,46.0,2015,189.093
7225,Nothings Into SomethingsDrake,153724.0,61.0,2017,153.724
7226,First Day OutKodak Black,180000.0,56.0,2017,180.0
7227,Kooda6ix9ine,142582.0,68.0,2017,142.582
7228,Never Be The SameCamila Cabello,226973.0,77.0,2017,226.973
7229,For Your LoveEd Townsend,173266.0,24.0,1958,173.266
7230,FroggThe Brothers Four,161533.0,19.0,1961,161.533
7231,"Happy Birthday, Sweet SixteenNeil Sedaka",157026.0,47.0,1961,157.026
7232,KicksPaul Revere & The Raiders Featuring Mark Lindsay,151026.0,40.0,1966,151.026
7233,Love Is Like An Itching In My HeartThe Supremes,177133.0,37.0,1966,177.133
7234,I Am A RockSimon & Garfunkel,169520.0,60.0,1966,169.52
7235,Glad To Be UnhappyThe Mamas & The Papas,102226.0,31.0,1967,102.226
7236,Everything That Touches YouThe Association,198986.0,31.0,1968,198.986
7237,Jumpin' Jack FlashThe Rolling Stones,219466.0,66.0,1968,219.466
7238,Light My FireJose Feliciano,215133.0,50.0,1968,215.133
7239,Give Peace A ChancePlastic Ono Band,292973.0,55.0,1969,292.973
7240,Inner City Blues (Make Me Wanna Holler)Marvin Gaye,331960.0,59.0,1971,331.96
7241,Heart Of GoldNeil Young,187013.0,72.0,1972,187.013
7242,Little Bitty Pretty OneJackson 5,169440.0,39.0,1972,169.44
7243,I Need YouAmerica,183186.0,59.0,1972,183.186
7244,Goodbye Yellow Brick RoadElton John,192826.0,68.0,1973,192.826
7245,Long TimeBoston,467640.0,66.0,1977,467.64
7246,Making Love Out Of Nothing At AllAir Supply,341746.0,71.0,1983,341.746
7247,Jump (for My Love)The Pointer Sisters,263440.0,63.0,1984,263.44
7248,Just BecauseAnita Baker,311240.0,38.0,1989,311.24
7249,Electric YouthDebbie Gibson,297093.0,43.0,1989,297.093
7250,ImpulsiveWilson Phillips,274266.0,39.0,1990,274.266
7251,Music Makes Me HighLost Boyz,270973.0,40.0,1996,270.973
7252,It's All About USWV,224800.0,26.0,1997,224.8
7253,EverywhereMichelle Branch,214826.0,66.0,2001,214.826
7254,Hey BabyNo Doubt Featuring Bounty Killer,207040.0,53.0,2001,207.04
7255,ManeaterNelly Furtado,258839.0,56.0,2006,258.839
7256,I Dreamed A DreamSusan Boyle,190560.0,46.0,2009,190.56
7257,On FireLil Wayne,248240.0,37.0,2009,248.24
7258,HangoverTaio Cruz Featuring Flo Rida,244906.0,72.0,2011,244.906
7259,Moves Like Jagger / Jumpin' Jack FlashGlee Cast,196066.0,39.0,2012,196.066
7260,Everything Is AWESOME!!!Tegan And Sara Featuring The Lonely Island,163423.0,57.0,2014,163.423
7261,L$DA$AP Rocky,238306.0,76.0,2015,238.306
7262,GangstaKehlani,177028.0,71.0,2016,177.028
7263,Ice MeltsDrake Featuring Young Thug,250770.0,63.0,2017,250.77
7264,Love So SoftKelly Clarkson,172426.0,63.0,2017,172.426
7265,No CapFuture & Young Thug,144142.0,59.0,2017,144.142
7266,FamousMason Ramsey,192520.0,56.0,2018,192.52
7267,"Freeee (Ghost Town, Pt. 2)KIDS SEE GHOSTS",206605.0,62.0,2018,206.605
7268,EverytimeAriana Grande,131928.0,56.0,2018,131.928
7269,One MinuteXXXTENTACION Featuring Kanye West & Travis Barker,197758.0,63.0,2018,197.758
7270,IlomiloBillie Eilish,156370.0,82.0,2019,156.37
7271,High School ConfidentialJerry Lee Lewis And His Pumping Piano,150026.0,0.0,1958,150.026
7272,I'll Be SatisfiedJackie Wilson,124986.0,34.0,1959,124.986
7273,Just A Little Too MuchRicky Nelson,131800.0,22.0,1959,131.8
7274,MamaConnie Francis,237866.0,26.0,1960,237.866
7275,He Will Break Your HeartJerry Butler,170093.0,32.0,1960,170.093
7276,Jambalaya (On The Bayou)Fats Domino,143600.0,42.0,1961,143.6
7277,King Of The RoadRoger Miller,147306.0,56.0,1965,147.306
7278,Hurt So BadLittle Anthony And The Imperials,139840.0,33.0,1965,139.84
7279,Game Of LoveWayne Fontana & The Mindbenders,127093.0,44.0,1965,127.093
7280,Give It Up Or Turnit A LooseJames Brown,369960.0,33.0,1969,369.96
7281,I'll Take You ThereThe Staple Singers,196826.0,67.0,1972,196.826
7282,How Can I Be SureDavid Cassidy,187360.0,37.0,1972,187.36
7283,MasterpieceThe Temptations,830400.0,50.0,1973,830.4
7284,I Honestly Love YouOlivia Newton-John,246146.0,30.0,1974,246.146
7285,Have You Never Been MellowOlivia Newton-John,213533.0,46.0,1975,213.533
7286,Fool To CryThe Rolling Stones,305400.0,55.0,1976,305.4
7287,Lonesome LoserLittle River Band,237973.0,59.0,1979,237.973
7288,Head GamesForeigner,217706.0,49.0,1979,217.706
7289,Monsters And AngelsVoice Of The Beehive,218146.0,32.0,1991,218.146
7290,I've Got MineGlenn Frey,335893.0,25.0,1992,335.893
7291,I'm A ThugTrick Daddy,254400.0,57.0,2001,254.4
7292,On An Evening In RomaDean Martin,151533.0,55.0,1959,151.533
7293,Make The Music PlayDionne Warwick,143320.0,16.0,1963,143.32
7294,I Have DreamedChad & Jeremy,131213.0,13.0,1965,131.213
7295,It's Good News WeekHedgehoppers Anonymous,126827.0,24.0,1965,126.827
7296,Memphis UndergroundHerbie Mann,429000.0,46.0,1969,429.0
7297,MaggieRedbone,306866.0,22.0,1970,306.866
7298,I'll Erase Away Your PainWhatnauts,194973.0,21.0,1971,194.973
7299,Met GalaGucci Mane Featuring Offset,209142.0,66.0,2017,209.142
7300,I Know YouLil Skies Featuring Yung Pinch,211200.0,67.0,2018,211.2
7301,Help SomebodyVan Zant,253453.0,38.0,2005,253.453
7302,It's Not The SameAnthony & The Imperials,137240.0,10.0,1966,137.24
7303,If You Ever Leave MeJack Jones,155693.0,7.0,1968,155.693
7304,Georgia On My MindWes Montgomery,165680.0,14.0,1968,165.68
7305,Mother Nature's WineSugarloaf,179826.0,8.0,1971,179.826
7306,Love Don't You Go Through No Changes On MeSister Sledge,204440.0,26.0,1975,204.44
7307,My Cherie AmourSoul Train Gang,434133.0,2.0,1977,434.133
7308,One More TryTimmy T.,209426.0,46.0,1990,209.426
7309,Love Me Or Leave Me AloneBrand Nubian,275600.0,30.0,1993,275.6
7310,One For The MoneyHorace Brown,265466.0,30.0,1996,265.466
7311,In The Still Of The NiteThe Five Satins,184213.0,37.0,1960,184.213
7312,I Don't Care (Just As Long As You Love Me)Buck Owens,130466.0,27.0,1964,130.466
7313,Mellow MoonlightLeon Haywood,157106.0,7.0,1967,157.106
7314,Once You Hit The RoadDionne Warwick,245413.0,7.0,1976,245.413
7315,Hard WorkJohn Handy,417960.0,35.0,1976,417.96
7316,HeartlineRobin George,190360.0,16.0,1985,190.36
7317,Like FlamesBerlin,307106.0,15.0,1986,307.106
7318,Feelin' FreakyNick Cannon Featuring B2K,215466.0,19.0,2003,215.466
7319,I Idolize YouIke & Tina Turner,170826.0,37.0,1960,170.826
7320,I'm Not A Fool AnymoreT.K. Hulin,182093.0,9.0,1963,182.093
7321,Funky WormOhio Players,160986.0,45.0,1973,160.986
7322,It's Hard To Stop (Doing Something When It's Good To You)Betty Wright,190306.0,14.0,1973,190.306
7323,Good Thing ManFrank Lucas,266346.0,13.0,1977,266.346
7324,Get It UpRonnie Milsap,320320.0,7.0,1979,320.32
7325,Nick Of TimeBonnie Raitt,232866.0,52.0,1990,232.866
7326,Everytime Tha Beat DropMonica Featuring Dem Franchize Boyz,223293.0,40.0,2006,223.293
7327,Now!Lena Horne,255440.0,7.0,1963,255.44
7328,Have Mercy BabyJames Brown And The Famous Flames,134306.0,4.0,1964,134.306
7329,"Goin' Down SlowBobby ""Blue"" Bland",223906.0,18.0,1974,223.906
7330,It Only Hurts When I Try To SmileDawn Featuring Tony Orlando,213360.0,7.0,1974,213.36
7331,It's AlrightGraham Central Station,229266.0,17.0,1975,229.266
7332,Down To Love TownThe Originals,359480.0,31.0,1976,359.48
7333,Never Say Die (Give A Little Bit More)Cliff Richard,222200.0,14.0,1983,222.2
7334,I'm Looking For The One (To Be With Me)Jazzy Jeff & The Fresh Prince,221506.0,20.0,1993,221.506
7335,I WannaThe All-American Rejects,208600.0,49.0,2009,208.6
7336,"Lonely Boy, Lonely GuitarDuane Eddy",138706.0,7.0,1963,138.706
7337,"It's A Mad, Mad, Mad, Mad WorldThe Shirelles",217400.0,12.0,1963,217.4
7338,Love MeBobby Hebb,125961.0,7.0,1966,125.961
7339,Give Me A Reason To Be GoneMaureen McGovern,165946.0,3.0,1974,165.946
7340,Lot Of Leavin' Left To DoDierks Bentley,272626.0,43.0,2005,272.626
7341,Little GirlRitchie Valens,143333.0,20.0,1959,143.333
7342,If You See My LoveLenny Welch,159666.0,2.0,1964,159.666
7343,How Do You Do?Mouth & MacNeal,244133.0,43.0,1972,244.133
7344,Mr. SkinSpirit,240160.0,28.0,1973,240.16
7345,"Mister MagicGrover Washington, Jr.",541826.0,51.0,1975,541.826
7346,Love Like CrazyLee Brice,217386.0,62.0,2010,217.386
7347,Lose My MindBrett Eldredge,155440.0,54.0,2015,155.44
7348,Little BoyThe Crystals,183480.0,18.0,1964,183.48
7349,Killer QueenQueen,179600.0,69.0,1975,179.6
7350,I EngineerAnimotion,255200.0,16.0,1986,255.2
7351,"Gotta Have You (From ""Jungle Fever"")Stevie Wonder",386306.0,16.0,1991,386.306
7352,No Me Doy Por VencidoLuis Fonsi,239400.0,70.0,2008,239.4
7353,Kissin GameDion,160826.0,22.0,1961,160.826
7354,I'll Be GonePozo Seco Singers,147066.0,6.0,1966,147.066
7355,JosieKris Kristofferson,191786.0,21.0,1972,191.786
7356,Music EverywhereTufano & Giammarese,218586.0,0.0,1973,218.586
7357,Loving ArmsDobie Gray,186641.0,11.0,1973,186.641
7358,Love Has No PrideLinda Ronstadt,252080.0,29.0,1973,252.08
7359,Is Anybody Out There?K'Naan Featuring Nelly Furtado,238746.0,44.0,2012,238.746
7360,Nobody Else But YouTrey Songz,229013.0,68.0,2017,229.013
7361,Just YoungAndy Rose,138106.0,0.0,1958,138.106
7362,DreamDinah Washington,314440.0,27.0,1962,314.44
7363,I Had A Talk With My ManMitty Collier,221146.0,17.0,1964,221.146
7364,I Fell In LoveRockell,273093.0,25.0,1996,273.093
7365,Just FineMary J. Blige,242133.0,56.0,2007,242.133
7366,Head Above WaterAvril Lavigne,220850.0,74.0,2018,220.85
7367,No Matter WhatT.I.,315680.0,47.0,2008,315.68
7368,No PromisesA Boogie Wit da Hoodie,197666.0,62.0,2017,197.666
7369,Hands On The RadioHenry Lee Summer,199973.0,18.0,1988,199.973
7370,First LoveJennifer Lopez,215786.0,50.0,2014,215.786
7371,Little Boy BlueHuelyn Duvall,131133.0,1.0,1959,131.133
7372,Love Changes EverythingHoneymoon Suite,262579.0,31.0,1988,262.579
7373,Make It NastyTyga,188866.0,56.0,2012,188.866
7374,Falling To PiecesFaith No More,313573.0,52.0,1990,313.573
7375,Go GirlPitbull Featuring Trina & Young Bo$$,229668.0,51.0,2007,229.668
7376,Little MarieChuck Berry,155933.0,35.0,1964,155.933
7377,Here She ComesThe Tymes,141333.0,13.0,1964,141.333
7378,Gotta Have Your LoveThe Sapphires,136226.0,32.0,1965,136.226
7379,Just Be SincereJackie Wilson,175400.0,4.0,1967,175.4
7380,Got To Have You BackThe Isley Brothers,172760.0,24.0,1967,172.76
7381,Love ExplosionTroy Keyes,178076.0,7.0,1968,178.076
7382,Love In Them There HillsThe Vibrations,138065.0,5.0,1968,138.065
7383,LifeSly & The Family Stone,180933.0,26.0,1968,180.933
7384,MacArthur ParkWaylon Jennings & The Kimberlys,280106.0,24.0,1969,280.106
7385,Johnny B. GoodeJohnny Winter,336400.0,34.0,1970,336.4
7386,I Just Wanna Be Your FriendLighthouse,190840.0,1.0,1972,190.84
7387,Dream MerchantNew Birth,265466.0,30.0,1975,265.466
7388,Flyin'Prism,276333.0,8.0,1978,276.333
7389,Give It AwayRed Hot Chili Peppers,282906.0,74.0,1991,282.906
7390,DropThe Pharcyde,334466.0,57.0,1996,334.466
7391,Drop Dead GorgeousRepublica,271373.0,29.0,1997,271.373
7392,Love You MoreGinuwine,241373.0,46.0,2003,241.373
7393,Nothing Left To LoseMat Kearney,263253.0,52.0,2006,263.253
7394,Fools Rush InEtta James,119095.0,9.0,1962,119.095
7395,I'm Gonna Make You Love MeDee Dee Warwick,181400.0,16.0,1966,181.4
7396,It's A Happening ThingThe Peanut Butter Conspiracy,143480.0,11.0,1967,143.48
7397,My World Fell DownSagittarius,174440.0,26.0,1967,174.44
7398,Lonely Is The NameSammy Davis Jr.,195173.0,7.0,1968,195.173
7399,Hard To HandlePatti Drew,148280.0,37.0,1968,148.28
7400,I Need You NowRonnie Dove,166853.0,3.0,1969,166.853
7401,It's My Thing (You Can't Tell Me Who To Sock It To)Marva Whitney,237773.0,30.0,1969,237.773
7402,Lay Lady LayBob Dylan,197093.0,62.0,1969,197.093
7403,FreedomThe Isley Brothers,214760.0,14.0,1971,214.76
7404,In A Broken DreamPython Lee Jackson,255183.0,31.0,1972,255.183
7405,Free SpiritAtlanta Rhythm Section,239866.0,14.0,1976,239.866
7406,FireMother's Finest,247693.0,16.0,1976,247.693
7407,I Can't Hold OnKarla Bonoff,191960.0,17.0,1978,191.96
7408,NeverAmanda Perez,227626.0,45.0,2002,227.626
7409,GeeJan & Dean,95657.0,0.0,1960,95.657
7410,I Really Don't Want To KnowSolomon Burke,213133.0,9.0,1962,213.133
7411,Little DonnaThe Rivieras,127000.0,6.0,1964,127.0
7412,I Want My Baby BackJimmy Cross,202560.0,9.0,1965,202.56
7413,KarateThe Emperor's,182466.0,8.0,1966,182.466
7414,I Can't Say No To YouBetty Everett,162626.0,3.0,1969,162.626
7415,It's Up To You PetulaEdison Lighthouse,177800.0,7.0,1971,177.8
7416,Keep On Doin' What You're Doin'Bobby Byrd,530798.0,14.0,1972,530.798
7417,"Freddie's Dead (Theme From ""Superfly"")Curtis Mayfield",329466.0,51.0,1972,329.466
7418,Fool Like YouTim Moore,225640.0,5.0,1973,225.64
7419,Let The Song Last ForeverDan Hill,199027.0,15.0,1978,199.027
7420,Down In VirginiaJimmy Reed,144441.0,11.0,1958,144.441
7421,Laughed Until We CriedJason Aldean,202520.0,51.0,2008,202.52
7422,I Believe In YouRobert & Johnny,164773.0,21.0,1958,164.773
7423,For My BabyBrook Benton,161360.0,14.0,1961,161.36
7424,I Will Love YouRichard Chamberlain,148400.0,5.0,1963,148.4
7425,I (Who Have Nothing)Terry Knight and The Pack,202000.0,7.0,1966,202.0
7426,"Lord, Mr. FordJerry Reed",196580.0,36.0,1973,196.58
7427,Nothin' Better To DoLeAnn Rimes,266506.0,36.0,2007,266.506
7428,Nothin' To Die ForTim McGraw,253640.0,21.0,2009,253.64
7429,I Know SomebodyLOCASH,197829.0,58.0,2016,197.829
7430,I Wonder Who's Kissing Her NowBobby Darin,162093.0,8.0,1964,162.093
7431,I Wanna Thank YouThe Enchanters,174733.0,9.0,1964,174.733
7432,I'll Never Fall In Love AgainBurt Bacharach,200000.0,48.0,1969,200.0
7433,Hocus PocusFocus,402866.0,54.0,1973,402.866
7434,My ProjectsCoo Coo Cal,200569.0,19.0,2001,200.569
7435,Face DropSean Kingston,184573.0,44.0,2009,184.573
7436,I Never Felt Like ThisJack Scott,111706.0,9.0,1959,111.706
7437,Found LoveJimmy Reed,136160.0,14.0,1960,136.16
7438,Nobody Knows You When You're Down And OutNina Simone,158200.0,46.0,1960,158.2
7439,Long Tall TexanMurry Kellum,117953.0,3.0,1963,117.953
7440,I Can't ExplainThe Who,125320.0,57.0,1965,125.32
7441,Lil' Red Riding HoodSam The Sham and the Pharaohs,161160.0,39.0,1966,161.16
7442,How I Miss You BabyBobby Womack,191093.0,24.0,1969,191.093
7443,Now I'm A WomanNancy Wilson,171133.0,8.0,1971,171.133
7444,How Can You Expect To Be Taken Seriously?Pet Shop Boys,236200.0,17.0,1991,236.2
7445,Oh CarolinaShaggy,194213.0,49.0,1993,194.213
7446,Nothing Really MattersMadonna,269093.0,47.0,1999,269.093
