,SongID,duration,popularity,year,duration_sec
9761,Don't ForgetDemi Lovato,223160.0,58.0,2008,223.16
9762,CrawlChris Brown,236253.0,52.0,2009,236.253
9763,Rolling In The DeepAdele,228293.0,76.0,2010,228.293
9764,Dirt Road AnthemJason Aldean,229400.0,74.0,2011,229.4
9765,SongbirdGlee Cast,198146.0,45.0,2011,198.146
9766,Dog Days Are OverVicci Martinez,213106.0,16.0,2011,213.106
9767,Stay With MeSam Smith,172723.0,85.0,2014,172.723
9768,OutsideCalvin Harris Featuring Ellie Goulding,227266.0,75.0,2014,227.266
9769,AttentionCharlie Puth,208786.0,83.0,2017,208.786
9770,Don't QuitDJ Khaled & Calvin Harris Featuring Travis Scott & Jeremih,229146.0,50.0,2017,229.146
9771,OvernightLogic,217560.0,62.0,2018,217.56
9772,Change LanesKevin Gates,205861.0,62.0,2018,205.861
9773,Coffee BeanTravis Scott,209115.0,72.0,2018,209.115
9774,Staring At The SkyXXXTENTACION,85123.0,63.0,2018,85.123
9775,Cozy Little ChristmasKaty Perry,182520.0,81.0,2018,182.52
9776,SecretoAnuel AA & Karol G,258800.0,84.0,2019,258.8
9777,SOSAvicii Featuring Aloe Blacc,157202.0,85.0,2019,157.202
9778,Charlie BrownThe Coasters,141666.0,50.0,1959,141.666
9779,A Teenager In LoveDion & The Belmonts,158253.0,62.0,1959,158.253
9780,Sink The BismarkJohnny Horton,194933.0,44.0,1960,194.933
9781,Sad MoodSam Cooke,160533.0,34.0,1960,160.533
9782,Stayin' InBobby Vee,125546.0,16.0,1961,125.546
9783,One Track MindBobby Lewis,127760.0,5.0,1961,127.76
9784,The Cajun QueenJimmy Dean,158706.0,35.0,1962,158.706
9785,Palisades ParkFreddy Cannon,113213.0,37.0,1962,113.213
9786,Ruby BabyDion,156866.0,44.0,1963,156.866
9787,She Loves YouThe Beatles,140920.0,69.0,1964,140.92
9788,All Day And All Of The NightThe Kinks,141506.0,70.0,1964,141.506
9789,Closer To Home (I'm Your Captain)Grand Funk Railroad,599560.0,52.0,1970,599.56
9790,Spanish HarlemAretha Franklin,213560.0,51.0,1971,213.56
9791,Bennie And The JetsElton John,322548.0,71.0,1974,322.548
9792,"Can't Stop Groovin' Now, Wanna Do It Some MoreB.T. Express",352506.0,12.0,1976,352.506
9793,Take A Chance On MeABBA,243933.0,63.0,1978,243.933
9794,"Boogie WonderlandEarth, Wind & Fire with The Emotions",288293.0,74.0,1979,288.293
9795,One Way Or AnotherBlondie,217364.0,56.0,1979,217.364
9796,Out Of WorkGary U.S. Bonds,174040.0,33.0,1982,174.04
9797,Do You Wanna Touch Me (Oh Yeah)Joan Jett & the Blackhearts,226520.0,52.0,1982,226.52
9798,"Southern CrossCrosby, Stills & Nash",281000.0,64.0,1982,281.0
9799,Animal InstinctCommodores,289600.0,25.0,1985,289.6
9800,Take This HeartRichard Marx,250666.0,36.0,1992,250.666
9801,At Your Best (You Are Love)Aaliyah,291400.0,65.0,1994,291.4
9802,CrushJennifer Paige,199960.0,49.0,1998,199.96
9803,Can't Get EnoughWillie Max Featuring Raphael Saadiq,279466.0,12.0,1998,279.466
9804,Big Pimpin'Jay-Z Featuring UGK,283066.0,64.0,2000,283.066
9805,CrazyK-Ci & JoJo,260266.0,56.0,2000,260.266
9806,Still On Your SideBBMak,230960.0,25.0,2000,230.96
9807,Superman (It's Not Easy)Five For Fighting,221693.0,70.0,2001,221.693
9808,"Air Force OnesNelly Featuring Kyjuan, Ali & Murphy Lee",304000.0,62.0,2002,304.0
9809,19 Somethin'Mark Wills,200466.0,58.0,2002,200.466
9810,American SoldierToby Keith,263333.0,60.0,2003,263.333
9811,StarsSwitchfoot,260866.0,44.0,2005,260.866
9812,Beautiful LoveThe Afters,238320.0,34.0,2006,238.32
9813,Takin' It To The StreetsTaylor Hicks,217333.0,8.0,2006,217.333
9814,Chain Hang LowJibbs,207586.0,58.0,2006,207.586
9815,Dance TonightPaul McCartney,174933.0,39.0,2007,174.933
9816,Shake SenoraPitbull Featuring T-Pain & Sean Paul,214826.0,60.0,2011,214.826
9817,Scary Monsters And Nice SpritesSkrillex,243353.0,61.0,2012,243.353
9818,Black SkinheadKanye West,188013.0,76.0,2013,188.013
9819,Bumpin' The NightFlorida Georgia Line,221080.0,48.0,2014,221.08
9820,The FighterKeith Urban Featuring Carrie Underwood,184040.0,65.0,2016,184.04
9821,Shout Out To My ExLittle Mix,246240.0,78.0,2016,246.24
9822,A Lonely NightThe Weeknd,220173.0,69.0,2016,220.173
9823,Cudi MontageKIDS SEE GHOSTS,197000.0,66.0,2018,197.0
9824,Come Out And PlayBillie Eilish,210375.0,78.0,2018,210.375
9825,Ski KingE.C. Beatty,158906.0,1.0,1959,158.906
9826,"Darling, I Love YouAl Martino",180533.0,24.0,1959,180.533
9827,Chattanooga Shoe Shine BoyFreddy Cannon,136518.0,0.0,1960,136.518
9828,Speedy GonzalesPat Boone,153093.0,47.0,1962,153.093
9829,"Ahab, The ArabRay Stevens",262333.0,34.0,1962,262.333
9830,Send Me The Pillow You Dream OnJohnny Tillotson,173960.0,44.0,1962,173.96
9831,Desert PeteThe Kingston Trio,169333.0,22.0,1963,169.333
9832,California SunThe Rivieras,146133.0,46.0,1964,146.133
9833,A Change Is Gonna ComeSam Cooke,191160.0,67.0,1965,191.16
9834,Baby Don't GoSonny & Cher,194400.0,37.0,1965,194.4
9835,A Sign Of The TimesPetula Clark,177066.0,27.0,1966,177.066
9836,RespectableThe Outsiders,121466.0,14.0,1966,121.466
9837,Born To Be WildSteppenwolf,212893.0,68.0,1968,212.893
9838,"Run Away Child, Running WildThe Temptations",303053.0,13.0,1969,303.053
9839,Only The Strong SurviveJerry Butler,155733.0,33.0,1969,155.733
9840,Carry Me BackThe Rascals,173040.0,10.0,1969,173.04
9841,Absolutely RightFive Man Electrical Band,138200.0,29.0,1971,138.2
9842,Back Home AgainJohn Denver,285373.0,52.0,1974,285.373
9843,TangerineThe Salsoul Orchestra,280866.0,24.0,1976,280.866
9844,"Baby, What A Big SurpriseChicago",183666.0,45.0,1977,183.666
9845,DesireeNeil Diamond,197426.0,43.0,1977,197.426
9846,Dim All The LightsDonna Summer,280800.0,44.0,1979,280.8
9847,State Of IndependenceDonna Summer,351493.0,43.0,1982,351.493
9848,Believe In MeDan Fogelberg,274000.0,42.0,1984,274.0
9849,AmericaPrince And The Revolution,222373.0,40.0,1985,222.373
9850,Sacred EmotionDonny Osmond,298160.0,23.0,1989,298.16
9851,Something To Believe InPoison,328360.0,57.0,1990,328.36
9852,RemedyThe Black Crowes,322640.0,57.0,1992,322.64
9853,All Eyez On MeMonica,238773.0,36.0,2002,238.773
9854,Big MachineGoo Goo Dolls,189546.0,44.0,2002,189.546
9855,Price To PlayStaind,215266.0,42.0,2003,215.266
9856,Baby It's YouJoJo Featuring Bow Wow,188293.0,54.0,2004,188.293
9857,Some CutTrillville Featuring Cutty,283386.0,58.0,2004,283.386
9858,SorryMadonna,281880.0,59.0,2006,281.88
9859,Chemicals ReactAly & AJ,175920.0,45.0,2006,175.92
9860,Shattered GlassBritney Spears,172400.0,45.0,2008,172.4
9861,AbsoluteThe Fray,227080.0,44.0,2009,227.08
9862,Already GoneKelly Clarkson,281560.0,58.0,2009,281.56
9863,A House Is Not A HomeGlee Cast,282920.0,41.0,2010,282.92
9864,Show Me How You BurlesqueChristina Aguilera,179373.0,55.0,2010,179.373
9865,Beautiful Lasers (2 Ways)Lupe Fiasco Featuring MDMA,241853.0,42.0,2011,241.853
9866,The First Time Ever I Saw Your FaceGlee Cast,257413.0,38.0,2012,257.413
9867,Roman ReloadedNicki Minaj Featuring Lil Wayne,245693.0,48.0,2012,245.693
9868,Slow DownSelena Gomez,210293.0,63.0,2013,210.293
9869,"23Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",252520.0,70.0,2013,252.52
9870,Bed Of LiesNicki Minaj Featuring Skylar Grey,269946.0,56.0,2014,269.946
9871,"Ride OutKid Ink, Tyga, Wale, YG & Rich Homie Quan",211908.0,64.0,2015,211.908
9872,Diamonds DancingDrake & Future,314631.0,63.0,2015,314.631
9873,SacrificesBig Sean Featuring Migos,287320.0,61.0,2017,287.32
9874,Since Way BackDrake Featuring PARTYNEXTDOOR,368035.0,60.0,2017,368.035
9875,ChampionshipsMeek Mill,261742.0,59.0,2018,261.742
9876,Break Da Law21 Savage,177747.0,61.0,2019,177.747
9877,OutstandingGunna,180780.0,63.0,2019,180.78
9878,Only SixteenSam Cooke,123946.0,47.0,1959,123.946
9879,A Year Ago TonightThe Crests,145480.0,1.0,1959,145.48
9880,Always It's YouThe Everly Brothers,150426.0,27.0,1960,150.426
9881,"Shop AroundThe Miracles (featuring Bill ""Smokey"" Robinson)",170760.0,53.0,1960,170.76
9882,Running ScaredRoy Orbison,132040.0,47.0,1961,132.04
9883,Candy ManRoy Orbison,165640.0,39.0,1961,165.64
9884,CryingRoy Orbison,166466.0,61.0,1961,166.466
9885,PushoverEtta James,174733.0,36.0,1963,174.733
9886,Blue WinterConnie Francis,144960.0,25.0,1964,144.96
9887,All My LovingThe Beatles,127853.0,69.0,1964,127.853
9888,ActionFreddy Cannon,130853.0,16.0,1965,130.853
9889,Ain't That PeculiarMarvin Gaye,179693.0,47.0,1965,179.693
9890,SomewhereLen Barry,153360.0,0.0,1966,153.36
9891,Rainy Day Women #12 & 35Bob Dylan,274066.0,50.0,1966,274.066
9892,Say I Am (What I Am)Tommy James And The Shondells,152360.0,19.0,1966,152.36
9893,(Your Love Keeps Lifting Me) Higher And HigherJackie Wilson,181066.0,70.0,1967,181.066
9894,Big Boss ManElvis Presley,172146.0,28.0,1967,172.146
9895,Beautiful PeopleKenny O'Dell,142173.0,7.0,1967,142.173
9896,And Get AwayThe Esquires,160801.0,3.0,1967,160.801
9897,People Sure Act FunnyArthur Conley,131093.0,11.0,1968,131.093
9898,Sophisticated CissyThe Meters,176693.0,34.0,1969,176.693
9899,A Lover's QuestionOtis Redding,155773.0,21.0,1969,155.773
9900,CommotionCreedence Clearwater Revival,164293.0,52.0,1969,164.293
9901,Don't Let Him Take Your Love From MeFour Tops,173573.0,20.0,1969,173.573
9902,Deeper (In Love With You)The O'Jays,159293.0,10.0,1970,159.293
9903,"America, Communicate With MeRay Stevens",194986.0,7.0,1970,194.986
9904,Only You Know And I KnowDelaney & Bonnie,206626.0,25.0,1971,206.626
9905,Separate WaysElvis Presley,156440.0,34.0,1972,156.44
9906,Space OddityDavid Bowie,318813.0,74.0,1973,318.813
9907,ShambalaThree Dog Night,204106.0,55.0,1973,204.106
9908,CloudsDavid Gates,535440.0,41.0,1973,535.44
9909,SomedayDave Loggins,201386.0,8.0,1974,201.386
9910,Attitude DancingCarly Simon,233626.0,25.0,1975,233.626
9911,Ain't Nothing Like The Real ThingDonny & Marie Osmond,142240.0,14.0,1976,142.24
9912,Strawberry Letter 23The Brothers Johnson,299066.0,63.0,1977,299.066
9913,Shadows In The MoonlightAnne Murray,209733.0,40.0,1979,209.733
9914,Don't Do Me Like ThatTom Petty And The Heartbreakers,161786.0,61.0,1979,161.786
9915,AtomicBlondie,280324.0,46.0,1980,280.324
9916,All Out Of LoveAir Supply,243000.0,68.0,1980,243.0
9917,Route 101Herb Alpert,202367.0,41.0,1982,202.367
9918,Stranger In My HouseRonnie Milsap,253360.0,46.0,1983,253.36
9919,"Promises, PromisesNaked Eyes",225840.0,50.0,1983,225.84
9920,Don't Forget To DanceThe Kinks,278213.0,40.0,1983,278.213
9921,A Matter Of TrustBilly Joel,248746.0,53.0,1986,248.746
9922,Primal ScreamMotley Crue,286893.0,51.0,1991,286.893
9923,And Our FeelingsBabyface,342360.0,36.0,1994,342.36
9924,Candy RainSoul For Real,276066.0,60.0,1995,276.066
9925,Steal My SunshineLen,265533.0,60.0,1999,265.533
9926,Big DealLeAnn Rimes,188266.0,30.0,1999,188.266
9927,Breathe And StopQ-Tip,243866.0,52.0,2000,243.866
9928,"Same Script, Different CastWhitney Houston & Deborah Cox",295893.0,47.0,2000,295.893
9929,Standing StillJewel,270333.0,48.0,2001,270.333
9930,She'll Leave You With A SmileGeorge Strait,178773.0,54.0,2002,178.773
9931,She Hates MePuddle Of Mudd,216760.0,70.0,2002,216.76
9932,Diseasematchbox twenty,219360.0,50.0,2002,219.36
9933,The Boys Of SummerThe Ataris,258000.0,67.0,2003,258.0
9934,Suga SugaBaby Bash Featuring Frankie J,239026.0,73.0,2003,239.026
9935,Read Your MindAvant,263506.0,58.0,2003,263.506
9936,CelebrationMadonna,215133.0,54.0,2009,215.133
9937,Taking ChancesGlee Cast,236506.0,45.0,2009,236.506
9938,AliceAvril Lavigne,300986.0,55.0,2010,300.986
9939,Cold Wind BlowsEminem,303733.0,63.0,2010,303.733
9940,CandlesGlee Cast,171373.0,39.0,2011,171.373
9941,Shake It OutGlee Cast,249293.0,54.0,2012,249.293
9942,Bandz A Make Her DanceJuicy J Featuring Lil Wayne & 2 Chainz,278826.0,66.0,2012,278.826
9943,Tennis CourtLorde,198907.0,69.0,2013,198.907
9944,Sweet Little Somethin'Jason Aldean,204333.0,44.0,2014,204.333
9945,Simple ManSawyer Fredericks,200136.0,32.0,2015,200.136
9946,$ave Dat MoneyLil Dicky Featuring Fetty Wap & Rich Homie Quan,290835.0,71.0,2015,290.835
9947,"ChampionsKanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",334253.0,70.0,2016,334.253
9948,Setting FiresThe Chainsmokers Featuring XYLO,247426.0,59.0,2016,247.426
9949,Changed ItNicki Minaj & Lil Wayne,295653.0,51.0,2017,295.653
9950,Black & ChineseHuncho Jack,172016.0,67.0,2018,172.016
9951,SuppliesJustin Timberlake,225600.0,57.0,2018,225.6
9952,Big ShotKendrick Lamar & Travis Scott,221826.0,71.0,2018,221.826
9953,Cuddle My WristFuture,181894.0,54.0,2018,181.894
9954,Desperate ManEric Church,208733.0,60.0,2018,208.733
9955,City LightsRay Price,179600.0,37.0,1958,179.6
9956,Baby FaceLittle Richard,129320.0,11.0,1958,129.32
9957,PretendCarl Mann,158973.0,21.0,1959,158.973
9958,C'est Si Bon (It's So Good)Conway Twitty,134013.0,15.0,1960,134.013
9959,AmorBen E. King,187400.0,37.0,1961,187.4
9960,(He's My) DreamboatConnie Francis,162106.0,28.0,1961,162.106
9961,Ring Of FireJohnny Cash,158426.0,72.0,1963,158.426
9962,Bust OutThe Busters,152466.0,20.0,1963,152.466
9963,"StewballPeter, Paul & Mary",191013.0,30.0,1963,191.013
9964,(You Can't Let The Boy Overpower) The Man In YouThe Miracles,175893.0,20.0,1964,175.893
9965,That's The Way Boys AreLesley Gore,133000.0,31.0,1964,133.0
9966,Chapel Of LoveThe Dixie Cups,170874.0,55.0,1964,170.874
9967,At The ClubThe Drifters,173253.0,13.0,1965,173.253
9968,California GirlsThe Beach Boys,160360.0,59.0,1965,160.36
9969,The Dawn Of CorrectionThe Spokesmen,203000.0,9.0,1965,203.0
9970,RainThe Beatles,181320.0,51.0,1966,181.32
9971,Pretty FlamingoManfred Mann,150106.0,45.0,1966,150.106
9972,The Cat In The Window (The Bird In The Sky)Petula Clark,115960.0,13.0,1967,115.96
9973,Please Love Me ForeverBobby Vinton,157533.0,49.0,1967,157.533
9974,Since You Showed Me How To Be HappyJackie Wilson,170081.0,10.0,1967,170.081
9975,Some Velvet MorningNancy Sinatra & Lee Hazlewood,221626.0,55.0,1968,221.626
9976,(The Lament Of The Cherokee) Indian ReservationDon Fardon,201200.0,14.0,1968,201.2
9977,"Baby, Come BackThe Equals",149800.0,37.0,1968,149.8
9978,California SoulThe 5th Dimension,191960.0,15.0,1968,191.96
9979,Reconsider MeJohnny Adams,235431.0,19.0,1969,235.431
9980,And That Reminds Me (My Heart Reminds Me)The 4 Seasons,211453.0,10.0,1969,211.453
9981,Does Anybody Really Know What Time It Is?Chicago,202133.0,50.0,1970,202.133
9982,Someday Never ComesCreedence Clearwater Revival,239506.0,56.0,1972,239.506
9983,River's Risin'Edgar Winter,199066.0,10.0,1974,199.066
9984,RenegadeMichael Murphey,372373.0,12.0,1976,372.373
9985,Takin' It To The StreetsThe Doobie Brothers,231600.0,53.0,1976,231.6
9986,SamOlivia Newton-John,221933.0,30.0,1977,221.933
9987,All Strung Out On YouJohn Travolta,210000.0,0.0,1977,210.0
9988,Brick HouseCommodores,208893.0,65.0,1977,208.893
9989,Crazy LovePoco,176800.0,53.0,1979,176.8
9990,BabeStyx,265973.0,64.0,1979,265.973
9991,BoulevardJackson Browne,200800.0,40.0,1980,200.8
9992,That GirlStevie Wonder,314133.0,47.0,1982,314.133
9993,Still They RideJourney,230453.0,48.0,1982,230.453
9994,PressureBilly Joel,280333.0,50.0,1982,280.333
9995,Poison ArrowABC,204266.0,53.0,1983,204.266
9996,(Keep Feeling) FascinationThe Human League,224733.0,45.0,1983,224.733
9997,Pieces Of IceDiana Ross,297013.0,7.0,1983,297.013
9998,Stuck On YouLionel Richie,195133.0,60.0,1984,195.133
9999,And We DancedHooters,227184.0,53.0,1985,227.184
10000,Don't Need A GunBilly Idol,324893.0,36.0,1987,324.893
10001,Don't Shed A TearPaul Carrack,295426.0,44.0,1987,295.426
10002,Send Me An Angel '89Real Life,232586.0,42.0,1989,232.586
10003,Running Back To YouVanessa Williams,280000.0,28.0,1991,280.0
10004,Slow JamsQuincy Jones Feat. Babyface & Tamia With Portrai,450600.0,45.0,1996,450.6
10005,AnythingJAY-Z,286333.0,49.0,2000,286.333
10006,Be Like That3 Doors Down,265906.0,60.0,2001,265.906
10007,BlurryPuddle Of Mudd,304000.0,67.0,2001,304.0
10008,Rock You BabyToby Keith,241760.0,28.0,2003,241.76
10009,Say YesFloetry,268373.0,59.0,2003,268.373
10010,Tell Me Something Bad About TulsaGeorge Strait,196973.0,26.0,2003,196.973
10011,PerfectSimple Plan,277026.0,70.0,2003,277.026
10012,Baby I Love UJennifer Lopez,268733.0,41.0,2004,268.733
10013,Days Go ByKeith Urban,224629.0,55.0,2004,224.629
10014,CharleneAnthony Hamilton,246773.0,59.0,2004,246.773
10015,1985Bowling For Soup,193000.0,70.0,2004,193.0
10016,"Awful, Beautiful LifeDarryl Worley",232800.0,44.0,2004,232.8
10017,Beautiful SoulJesse McCartney,214226.0,74.0,2004,214.226
10018,Devils & DustBruce Springsteen,298626.0,40.0,2005,298.626
10019,Comin' To Your CityBig & Rich,207133.0,47.0,2005,207.133
10020,SingleNatasha Bedingfield,237600.0,43.0,2006,237.6
10021,Break 'Em OffPaul Wall Featuring Lil' KeKe,291733.0,43.0,2007,291.733
10022,Single Ladies (Put A Ring On It)Beyonce,193213.0,70.0,2008,193.213
10023,CrazierTaylor Swift,191946.0,58.0,2009,191.946
10024,Butterfly Fly AwayMiley Cyrus & Billy Ray Cyrus,189240.0,62.0,2009,189.24
10025,Ready To Love AgainLady Antebellum,173266.0,40.0,2010,173.266
10026,AlejandroLady Gaga,274213.0,61.0,2010,274.213
10027,Bet IB.o.B Featuring T.I. & Playboy Tre,257920.0,37.0,2010,257.92
10028,BethGlee Cast,157613.0,44.0,2010,157.613
10029,Pretty Girl RockKeri Hilson,243920.0,66.0,2010,243.92
10030,Beauty And A BeatJustin Bieber Featuring Nicki Minaj,227986.0,72.0,2012,227.986
10031,Rest Of My LifeLudacris Featuring Usher & David Guetta,232026.0,56.0,2012,232.026
10032,A Case Of YouJames Wolpert,232660.0,31.0,2013,232.66
10033,Climb Every MountainJordan Smith,190440.0,32.0,2016,190.44
10034,Blow Your Mind (Mwah)Dua Lipa,178583.0,71.0,2016,178.583
10035,Ordinary LifeThe Weeknd,221920.0,68.0,2016,221.92
10036,ChanelFrank Ocean,210285.0,84.0,2017,210.285
10037,Dark Knight DummoTrippie Redd Featuring Travis Scott,256162.0,72.0,2017,256.162
10038,BabeSugarland Featuring Taylor Swift,215106.0,66.0,2018,215.106
10039,Be Like MeLil Pump Featuring Lil Wayne,240000.0,69.0,2019,240.0
10040,Price On My HeadNAV Featuring The Weeknd,217775.0,74.0,2019,217.775
10041,Tears On My PillowLittle Anthony And The Imperials,140533.0,55.0,1958,140.533
10042,Poison IvyThe Coasters,164320.0,44.0,1959,164.32
10043,A Lover's PrayerDion & The Belmonts,139093.0,22.0,1959,139.093
10044,The Continental WalkHank Ballard And The Midnighters,222733.0,13.0,1961,222.733
10045,A Dollar DownThe Limeliters,158093.0,3.0,1961,158.093
10046,Get Off Of My CloudThe Rolling Stones,175080.0,56.0,1965,175.08
10047,"Monday, MondayThe Mamas & The Papas",208293.0,63.0,1966,208.293
10048,I Can't Stop Loving YouRay Charles,256120.0,61.0,1962,256.12
10049,My Boyfriend's BackThe Angels,136800.0,50.0,1963,136.8
10050,Groovin'The Young Rascals,151289.0,57.0,1967,151.289
10051,Easier Said Than DoneThe Essex,122019.0,3.0,1963,122.019
10052,I SwearAll-4-One,259853.0,67.0,1994,259.853
10053,"Hello, I Love YouThe Doors",133200.0,63.0,1968,133.2
10054,Live Your LifeT.I. Featuring Rihanna,338853.0,75.0,2008,338.853
10055,Gangnam StylePSY,219493.0,72.0,2012,219.493
10056,Honky Tonk WomenThe Rolling Stones,179386.0,68.0,1969,179.386
10057,Hot StuffDonna Summer,314760.0,65.0,1979,314.76
10058,Good VibrationsThe Beach Boys,219026.0,71.0,1966,219.026
10059,LollipopLil Wayne Featuring Static Major,299333.0,73.0,2008,299.333
10060,Mellow YellowDonovan,227226.0,53.0,1966,227.226
10061,Duke Of EarlGene Chandler,147841.0,54.0,1962,147.841
10062,Hey PaulaPaul and Paula,151066.0,41.0,1962,151.066
10063,Last KissPearl Jam,195466.0,72.0,1999,195.466
10064,Look What You Made Me DoTaylor Swift,211853.0,75.0,2017,211.853
10065,Gimme MoreBritney Spears,251240.0,71.0,2007,251.24
10066,Instant Karma (We All Shine On)John Ono Lennon,205133.0,54.0,1970,205.133
10067,IrreplaceableBeyonce,227853.0,74.0,2006,227.853
10068,FireThe Crazy World Of Arthur Brown,175893.0,39.0,1968,175.893
10069,I Will Follow HimLittle Peggy March,148160.0,53.0,1963,148.16
10070,I Love Rock 'N RollJoan Jett & the Blackhearts,175173.0,73.0,1982,175.173
10071,I Get AroundThe Beach Boys,134386.0,66.0,1964,134.386
10072,Hollaback GirlGwen Stefani,199853.0,66.0,2005,199.853
10073,Johnny AngelShelley Fabares,139320.0,38.0,1962,139.32
10074,Live And Let DieWings,191426.0,41.0,1973,191.426
10075,Mr. CusterLarry Verne,184866.0,14.0,1960,184.866
10076,LowFlo Rida Featuring T-Pain,231400.0,80.0,2007,231.4
10077,I'm Gonna Get MarriedLloyd Price,143000.0,40.0,1959,143.0
10078,DowntownPetula Clark,187760.0,57.0,1964,187.76
10079,I Got You (I Feel Good)James Brown And The Famous Flames,165800.0,70.0,1965,165.8
10080,I Kissed A GirlKaty Perry,179640.0,67.0,2008,179.64
10081,Girls Like YouMaroon 5 Featuring Cardi B,235545.0,75.0,2018,235.545
10082,I Can't Help Myself (Sugar Pie Honey Bunch)Four Tops,160280.0,73.0,1965,160.28
10083,I Know A PlacePetula Clark,163373.0,33.0,1965,163.373
10084,Nothing Compares 2 USinead O'Connor,280040.0,72.0,1990,280.04
10085,He's So FineThe Chiffons,112520.0,53.0,1963,112.52
10086,It's All In The GameTommy Edwards,159040.0,49.0,1958,159.04
10087,Leader Of The PackThe Shangri-Las,173533.0,48.0,1964,173.533
10088,Just My Imagination (Running Away With Me)The Temptations,228160.0,64.0,1971,228.16
10089,Louie LouieThe Kingsmen,165381.0,68.0,1963,165.381
10090,If I Were A BoyBeyonce,249146.0,69.0,2008,249.146
10091,Gangsta LeanDRS,322142.0,39.0,1993,322.142
10092,My GirlThe Temptations,165000.0,79.0,1965,165.0
10093,Night FeverBee Gees,285373.0,78.0,1978,285.373
10094,Go Away Little GirlDonny Osmond,150600.0,34.0,1971,150.6
10095,Oh Happy DayThe Edwin Hawkins' Singers Featuring Dorothy Combs Morrison,308600.0,52.0,1969,308.6
10096,Have You Ever Really Loved A Woman?Bryan Adams,291666.0,69.0,1995,291.666
10097,Good Timin'Jimmy Jones,129773.0,30.0,1960,129.773
10098,Hey! BabyBruce Channel,143627.0,61.0,1962,143.627
10099,Grazing In The GrassHugh Masekela,157773.0,41.0,1968,157.773
10100,Just Kickin' ItXscape,204133.0,58.0,1993,204.133
10101,Never My LoveThe Association,187693.0,52.0,1967,187.693
10102,My Boy LollipopMillie Small,120373.0,35.0,1964,120.373
10103,Mama Told Me (Not To Come)Three Dog Night,198933.0,58.0,1970,198.933
10104,I Got You BabeSonny & Cher,190080.0,65.0,1965,190.08
10105,Just Can't Get EnoughThe Black Eyed Peas,222014.0,22.0,2011,222.014
10106,Down By The Lazy RiverThe Osmonds,163093.0,32.0,1972,163.093
10107,Let's RideMontell Jordan Feat. Master P & Silkk The Shocker,294600.0,42.0,1998,294.6
10108,It's Time To CryPaul Anka,145466.0,36.0,1959,145.466
10109,Hurting Each OtherCarpenters,238320.0,48.0,1972,238.32
10110,I'd Do Anything For Love (But I Won't Do That)Meat Loaf,316466.0,60.0,1993,316.466
10111,Naughty GirlBeyonce,208573.0,61.0,2004,208.573
10112,"Lady MarmaladeChristina Aguilera, Lil' Kim, Mya & P!nk",264846.0,64.0,2001,264.846
10113,Mr. LonelyBobby Vinton,161373.0,57.0,1964,161.373
10114,Mambo No. 5 (A Little Bit Of...)Lou Bega,220293.0,76.0,1999,220.293
10115,I'm SorryBrenda Lee,161546.0,61.0,1960,161.546
10116,MemphisJohnny Rivers,164800.0,42.0,1964,164.8
10117,Hanky PankyTommy James And The Shondells,172400.0,43.0,1966,172.4
10118,Lady WillpowerGary Puckett And The Union Gap,159533.0,45.0,1968,159.533
10119,Kansas CityWilbert Harrison,150333.0,47.0,1959,150.333
10120,Dream LoverBobby Darin,150706.0,62.0,1959,150.706
10121,Mr. Tambourine ManThe Byrds,149466.0,63.0,1965,149.466
10122,Last Train To ClarksvilleThe Monkees,164093.0,51.0,1966,164.093
10123,Knock Three TimesDawn,180360.0,51.0,1970,180.36
10124,"Help Me, RhondaThe Beach Boys",168240.0,53.0,1965,168.24
10125,DownJay Sean Featuring Lil Wayne,212106.0,77.0,2009,212.106
10126,Le FreakChic,331360.0,69.0,1978,331.36
10127,Green RiverCreedence Clearwater Revival,154120.0,66.0,1969,154.12
10128,Got To Be ThereMichael Jackson,204906.0,42.0,1971,204.906
10129,Listen To What The Man SaidWings,241400.0,45.0,1975,241.4
10130,Last NightMar-Keys,159173.0,37.0,1961,159.173
10131,MacArthur ParkRichard Harris,450106.0,37.0,1968,450.106
10132,Hurdy Gurdy ManDonovan,193466.0,61.0,1968,193.466
10133,For All We KnowCarpenters,158933.0,52.0,1971,158.933
10134,I'll Never Find Another YouThe Seekers,162320.0,52.0,1965,162.32
10135,Him Or Me - What's It Gonna Be?Paul Revere & The Raiders,170960.0,27.0,1967,170.96
10136,For Once In My LifeStevie Wonder,169800.0,73.0,1968,169.8
10137,It's Your ThingThe Isley Brothers,169293.0,61.0,1969,169.293
10138,Ice Ice BabyVanilla Ice,254466.0,71.0,1990,254.466
10139,Let's Get It OnMarvin Gaye,290960.0,63.0,1973,290.96
10140,Gonna Fly NowBill Conti,170240.0,57.0,1977,170.24
10141,Love Me HarderAriana Grande & The Weeknd,83784.0,57.0,2014,83.784
10142,FootstepsSteve Lawrence,134626.0,34.0,1960,134.626
10143,My Life Would Suck Without YouKelly Clarkson,211162.0,63.0,2009,211.162
10144,MemphisLonnie Mack,148520.0,25.0,1963,148.52
10145,How Can You Mend A Broken HeartBee Gees,237826.0,58.0,1971,237.826
10146,No ScrubsTLC,214400.0,80.0,1999,214.4
10147,I Need To KnowMarc Anthony,227706.0,57.0,1999,227.706
